"request_id","start_date","end_date","agency_name","type_of_notice_description","category_description","short_title","selection_method_description","section_name","special_case_reason_description","pin","due_date","address_to_request","contact_name","contact_phone","email","contract_amount","contact_fax","additional_description_1","additional_description_2","additional_description_3","other_info_1","other_info_2","other_info_3","vendor_name","vendor_address","printout_1","printout_2","printout_3","document_links","event_date","building_name","street_address_1","street_address_2","city","state","zip_code"
"20230818110","2023-08-24T00:00:00.000","2023-08-24T00:00:00.000","Parks and Recreation","Award","Construction/Construction Services","M108N-121M: Peter Detmold Park Water Service Reconstruction","M/WBE Noncompetitive Small Purchase","Procurement",,"84624W0001001",,,,,,"474489.34",,"<p>Located at FDR Drive between East 49th Street and 51st Street, Borough of Manhattan.</p>",,,,,,"DEBORAH BRADLEY CONSTRUCTION AND MANAGEMENT SERVIC","481 MANHATTAN AVENUE , NEW YORK, NY 10027",,,,,,,,,,,
"20230817122","2023-08-24T00:00:00.000","2023-08-24T00:00:00.000","Information Technology and Telecommunications","Award","Goods","ATTACHMATE RENEWAL FY24 MAINFRAME","M/WBE Noncompetitive Small Purchase","Procurement",,"85824W0024001",,,,,,"34224",,,,,,,,"COMPULINK TECHNOLOGIES INC","260 W 39th St Rm 302, New York, NY 10018-4434",,,,,,,,,,,
"20230818109","2023-08-24T00:00:00.000","2023-08-24T00:00:00.000","Dept. of Social Svcs/Human Resources Administration","Award","Services (other than human services)","AiM Enterprise Maintenance and Support","Sole Source","Procurement","Other (Describe below in Other Legally Mandated Information)","06922S0013001",,,,,,"403926.69",,"<p>DSS/HRA request a Sole Source contract with AssetWorks LLC to provide maintenance and support for the AiM Enterprise system from 7/1/2018 to 6/30/2022.  The AiM Enterprise system is a web-based application, configured to run on any device (desktop, laptop, tablet and PDA) with Internet browser capabilities. It contains enhanced reporting capabilities that greatly reduces the need for extensive programming\report writing knowledge. AiM Enterprise provides HRAs General Support Service Office with a facilities management, as well as a planning tool that has information on-demand and kept dynamic and real-time. AssetWorks LLC is the single developer and only licensed distributor of the AiM Suite of product(s). AssetWorks does not distribute nor make available any of our product(s) and/or training or professional/implementation services to any third party or partner for the purpose of reselling or maintaining this product.</p>",,,"AssetWorks LLC is the single developer and only licensed distributor of the AiM Suite of product(s).",,,"ASSETWORKS LLC","P.O. BOX 202525 , DALLAS, TX 75320-2525",,,,,,,,,,,
"20230818104","2023-08-24T00:00:00.000","2023-08-24T00:00:00.000","Parks and Recreation","Award","Construction Related Services","CNYG-3716MAR: Procurement of Container Trees in Bx, Manhattan & QUEENS","Renewal","Procurement",,"84618B8402KXLR001",,,,,,"325000",,,,,,,,"SITEONE LANDSCAPE SUPPLY","Accounts Receivable 24110 Network Pl, Chicago, IL 60673-1241",,,,,,,,,,,
"20230818105","2023-08-24T00:00:00.000","2023-08-24T00:00:00.000","Transportation","Award","Construction Related Services","Disposal Services for Recycled Asphalt Zone 5 (Citywide)","Renewal","Procurement",,"84120B8206KXLR001",,,,,,"1208394",,,,,,,,"ATLAS ROLL-OFF CORP.","95-11 147TH PLACE , JAMAICA, NY 11435",,,,,,,,,,,
"20230818108","2023-08-24T00:00:00.000","2023-08-24T00:00:00.000","Dept. of Social Svcs/Human Resources Administration","Award","Services (other than human services)","Renewal (2 year) for Specialized Banking Services","Renewal","Procurement",,"06923P8010KXLR001",,,,,,"904308.03",,"<p>For Public Assistance and Emergency Public Assistance Programs</p>",,,,,,"BANK OF AMERICA NA","100 N Tryon Street , Charlotte, NC 28202",,,,,,,,,,,
"20230818103","2023-08-24T00:00:00.000","2023-08-24T00:00:00.000","Citywide Administrative Services","Award","Services (other than human services)","Fleet Sharing Svcs with Geotab","Negotiated Acquisition","Procurement","Other (Describe below in Other Legally Mandated Information)","85622N0007001",,,,,,"200000",,"<p>Local Law 41 of 2015 requires the sharing of city vehicles and for DCAS to create a program to do so. This program was established but recently the current vendor informed DCAS that they would no longer provide the services. Currently the city has over 9,000 drivers enrolled in the fleet share program and over 500 city vehicles are being used as fleet share units. Eventually we will be expanding fleet share within and across agencies to account for a larger number of light duty non emergency units. DCAS also provides fleet share vehicles to NYCHA as part of an interagency MOU. Due in part to the use of shared vehicles the city was able to meet the requirements of EO 53 of 2019 and cut the citys fleet by over 1,000 vehicles. This resulted in an expense budget savings regarding fuel and maintenance and a capital savings in regard to replacement purchases. The shared program also provides us with the ability to have vehicles where they are needed and when they are needed rather than have some vehicles being used daily and some being used rarely. The procurement would allow for the continuation of fleet share service through the city's current telematics provider.</p>",,,"This negotiated acquisition procurement will allow us to acquire these services for a period of one year and allow us to continue to be in compliance with Local Law 41 requirements.",,,"GEOTAB USA INC","7180 Pollock Drive , Las Vegas, NV 89119",,,,,,,,,,,
"20230818107","2023-08-24T00:00:00.000","2023-08-24T00:00:00.000","Youth and Community Development","Award","Human Services/Client Services","COMPASS Program","Negotiated Acquisition","Procurement","Other (Describe below in Other Legally Mandated Information)","26023N0039161",,,,,,"1647666",,,,,,,,"XPOSURE FOUNDATION INC.","121-16 97TH AVENUE , SOUTH RICHMOND HILL, NY 11419",,,,,,,,,,,
"20230818106","2023-08-24T00:00:00.000","2023-08-24T00:00:00.000","Youth and Community Development","Award","Human Services/Client Services","Youth Training Programming","Negotiated Acquisition","Procurement","Other (Describe below in Other Legally Mandated Information)","26023N0054001",,,,,,"806200",,,,,,,,"COMPREHENSIVE YOUTH  DEVELOPMENT INC","240 SECOND AVE , NEW YORK, NY 10003",,,,,,,,,,,
"20230818102","2023-08-24T00:00:00.000","2023-08-24T00:00:00.000","Citywide Administrative Services","Award","Goods","Genuine Repair Parts for ALLISON TRANSMISSION","Competitive Sealed Bids","Procurement",,"85723B0131001",,,,,,"915000",,,,,,,,"STEWART & STEVENSON POWER PRODUCTS LLC","180 ROUTE 17 SOUTH , LODI, NJ 07644",,,,,,,,,,,
"20230817124","2023-08-24T00:00:00.000","2023-08-24T00:00:00.000","Information Technology and Telecommunications","Award","Goods","CCEWIN FORTINET HEADEND SUPPORT","M/WBE Noncompetitive Small Purchase","Procurement",,"85824W0025001",,,,,,"42548",,,,,,,,"MOUGONDHA ACHARYA","39 Van Siclen Avenue , Floral Park, NY 11001-2012",,,,,,,,,,,
"20230817110","2023-08-23T00:00:00.000","2023-08-23T00:00:00.000","Housing Preservation and Development","Award","Construction/Construction Services","EmergENCY DemoLITION AT 28 7TH AvENUE, BROOKLYN","Emergency Purchase","Procurement",,"80624E0001001",,,,,,"465952",,"<p>DN00540/E-6641</p>",,,,,,"GRANITE ENVIRONMENTAL LLC","847-Shepherd Avenue , Brooklyn, NY 11208",,,,,,,,,,,
"20230817111","2023-08-23T00:00:00.000","2023-08-23T00:00:00.000","Housing Preservation and Development","Award","Construction/Construction Services","ImmEDIATE Emerg Demo 1036 Prospect AvENUE, BRONX","Emergency Purchase","Procurement",,"80624E0002001",,,,,,"673573",,"<p> DN00574/E-6667.</p>",,,,,,"GRANITE ENVIRONMENTAL LLC","847-Shepherd Avenue , Brooklyn, NY 11208",,,,,,,,,,,
"20230817121","2023-08-23T00:00:00.000","2023-08-23T00:00:00.000","Health and Mental Hygiene","Award","Services (other than human services)","Data Matching Consultant","M/WBE Noncompetitive Small Purchase","Procurement",,"81623W0050001",,,,,,"199000",,,,,,,,"Evergreen Technologies LLC","2050 Route 27 Suite 202, North Brunswick, NJ 08902",,,,,,,,,,,
"20230816119","2023-08-23T00:00:00.000","2023-08-23T00:00:00.000","Information Technology and Telecommunications","Award","Services (other than human services)","MYCITY BUSINESS PORTAL FICO BLAZE_REQ 20240341197","M/WBE Noncompetitive Small Purchase","Procurement",,"85824W0018001",,,,,,"88600",,,,,,,,"COMPULINK TECHNOLOGIES INC","260 W 39th St Rm 302, New York, NY 10018-4434",,,,,,,,,,,
"20230817106","2023-08-23T00:00:00.000","2023-08-23T00:00:00.000","Finance","Award","Services (other than human services)","Firearms Training and Recertification Facility Services","Government to Government","Procurement",,"83623T0001001",,,,,,"262000",,,,,,,,"HEMPSTEAD NY POLICE","PO BOX 32 , HEMPSTEAD, NY 11551-0032",,,,,,,,,,,
"20230817107","2023-08-23T00:00:00.000","2023-08-23T00:00:00.000","Environmental Protection","Award","Services (other than human services)","1592-RRM Maintenance and Report of the Protective Relays","Competitive Sealed Bids","Procurement",,"82622B0055001",,,,,,"1242374.17",,"<p>This contract is necessary in order to service and repair Protective Relays and Meters at various Wastewater Resource Recovery facilities, Pump Stations and Associated DEP facilities. Protective Relays are electrical devices that sense various types of faults and trips Circuit Breakers. When a circuit breaker opens under fault conditions, the electrical equipment connected to it is protected from electrical damage and fire. Inspection and testing of relays under this contract will ensure that the relays are working properly and reliably to trip circuit breakers and protect all the involved electrical equipment. Meters are recording devices used in keeping a track of sound operation of various electrical equipment. As per the manufacturers recommendation, it is critical to perform calibration of the meters to avoid discrepancies.</p>",,,,,,"ELEMCO SERVICES, INC","228 MERRICK ROAD , LYNBROOK, NY 11563",,,,,,,,,,,
"20230817116","2023-08-23T00:00:00.000","2023-08-23T00:00:00.000","Police Department","Award","Goods","CPR Equipment","M/WBE Noncompetitive Small Purchase","Procurement",,"05623W0015001",,,,,,"938972.13",,,,,,,,"WINGGLEE LLC","1043 40th Street Unit 3, Brooklyn, NY 11219",,,,,,,,,,,
"20230817104","2023-08-23T00:00:00.000","2023-08-23T00:00:00.000","Parks and Recreation","Award","Services (other than human services)","Block Pruning in THE Bronx","Competitive Sealed Bids","Procurement",,"84623B0062001",,,,,,"3141231",,"<p>The work to be performed under this contract includes furnishing all labor, materials, travel time, equipment, and all other work incidental thereto necessary or required to provide the complete pruning of street and parkland trees in the borough of the Bronx for the City of New York, for the City of New York Parks & Recreation (Agency).</p>",,,,,,"BEUCLER TREE EXPERTS LLC","48 Harold St , Tenafly, NJ 07670-1820",,,,,,,,,,,
"20230816120","2023-08-23T00:00:00.000","2023-08-23T00:00:00.000","Youth and Community Development","Award","Human Services/Client Services","Support Youth Training Programming","Negotiated Acquisition","Procurement","Other (Describe below in Other Legally Mandated Information)","26023N0052001",,,,,,"864647",,,,,,,,"CYPRESS HILLS LOCAL DEVELOPMENT CORPORATION INC","625 JAMAICA AVE , BROOKLYN, NY 11208-1203",,,,,,,,,,,
"20230817105","2023-08-23T00:00:00.000","2023-08-23T00:00:00.000","Parks and Recreation","Award","Construction/Construction Services","Franz Sigel Park","Competitive Sealed Bids","Procurement",,"84621B0180001",,,,,,"5434000",,"<p>X047-119M-The reconstruction of two (2) ballfields including lighting, scoreboard and miscellaneous site work located at East 151st Street between Walton Avenue and Grand Concourse in Franz Sigel Park, borough of The Bronx.</p>",,,,,,"WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.","117 SOUTH 4TH STREET , NEW HYDE PARK, NY 11040",,,,,,,,,,,
"20230817118","2023-08-23T00:00:00.000","2023-08-23T00:00:00.000","Management and Budget","Award","Services (other than human services)","Financial Consulting Service","M/WBE Noncompetitive Small Purchase","Procurement",,"00224W0001001",,,,,,"31000",,"<p>To provide financial consulting services and review the grants management process to assess gaps and areas for improvement compared to best practices.</p>",,,,,,"ASSUNTA ROZZA","5554 64th St Queens, NY 11378, Flushing, NY 11378",,,,,,,,,,,
"20230817108","2023-08-23T00:00:00.000","2023-08-23T00:00:00.000","Environmental Protection","Award","Services (other than human services)","1591-RRM Maintenance and Repair of Protective Relay and Mete","Competitive Sealed Bids","Procurement",,"82622B0056001",,,,,,"918291.94",,"<p>This contract is necessary in order to service and repair Protective Relays and Meters at various Wastewater Resource Recovery facilities, Pumps Stations and Associated DEP facilities. Protective Relays are electrical devices that sense various types of faults and trips Circuit Breakers. When a circuit breaker opens under fault conditions, the electrical equipment connected to it is protected from electrical damage and fire. Inspection and testing of relays under this contract will ensure that the relays are working properly and reliably to trip circuit breakers and protect all the involved electrical equipment. Meters are recording devices used in keeping a track of sound operation of various electrical equipment. As per the manufacturers recommendation, it is critical to perform calibration of the meters to avoid discrepancies.</p>",,,,,,"ELEMCO SERVICES, INC","228 MERRICK ROAD , LYNBROOK, NY 11563",,,,,,,,,,,
"20230817113","2023-08-23T00:00:00.000","2023-08-23T00:00:00.000","Emergency Management","Award","Services (other than human services)","Audio-Visual MaintenaNce AND Equipment MAINTENANCE","Renewal","Procurement",,"01723X8002KXLR001",,,,,,"416880",,"<p>Renewal #1</p>",,,,,,"AVI-SPL LLC","6301 BENJAMIN ROAD SUITE 101, TAMPA, FL 33634",,,,,,,,,,,
"20230817119","2023-08-23T00:00:00.000","2023-08-23T00:00:00.000","Education","Award","Human Services/Client Services","R1395 - UPK for All - 49763","Competitive Sealed Proposals/Pre-Qualified List","Procurement",,"04022P0673201",,,,,,"6001384",,"<p>The New York City Department of Education (DOE) hereby requests authorization to release a Request for Proposals (RFP) on behalf of the Division of Early Childhood Education (DECE) to provide 3-K and Pre-K for All services commencing in the 2022-2023 school year.</p>",,,"This solicitation is being conducted as an RFP because these services are administered directly to children and must be evaluated on qualitative criteria.",,,"UNITED LUBAVITCHER YESHIVA","570 CROWN STREET , BROOKLYN, NY 11213",,,,,,,,,,,
"20230817114","2023-08-23T00:00:00.000","2023-08-23T00:00:00.000","Mayor's Office of Criminal Justice","Award","Human Services/Client Services","Family Justice Center - Intake","Competitive Sealed Proposals/Pre-Qualified List","Procurement",,"00222P0004011",,,,,,"619300",,"<p>The NYC Family Justice Centers (FJCs) provide free and confidential services to survivors and their children regardless of their language capacity, immigration status, income, gender identity or sexual orientation. The NYC FJCs are walk-in centers operating M-F, 9AM to 5PM, with appointments offered after 5:00PM, for case management, legal services, individual and group counseling, and family programming, as needed in each borough. At each FJC, onsite community-based organizations and government agencies provide free and confidential services to victims of domestic and gender-based violence regardless of a clients language, income, immigration status, gender identity or sexual orientation. The goal of the FJCs is to increase safety for survivors and their children by providing greater access to services and strengthening collaboration between criminal justice, social services and civil legal service providers. Services include case management, individual and group counseling for adults and children, mental health services, immigration, family, housing eviction and matrimonial legal services, criminal justice advocacy, economic empowerment services, housing and shelter advocacy and wellness and family programming.</p>",,,"Procurement is being issued through PASSPort, serving as a legacy to the HHS Accelerator system.",,,"JUSTICE INNOVATION INC","520 8th Avenue, 18th Floor , New York, NY 10018",,,,,,,,,,,
"20230817120","2023-08-23T00:00:00.000","2023-08-23T00:00:00.000","Information Technology and Telecommunications","Award","Goods","PROJECT MANAGEMENT SOFTWARE RENEWAL","M/WBE Noncompetitive Small Purchase","Procurement",,"85824W0029001",,,,,,"38353.07",,,,,,,,"KAMBRIAN CORPORATION","2707 E Valley Blvd  Ste 312 , West Covina, CA 91792",,,,,,,,,,,
"20230817115","2023-08-23T00:00:00.000","2023-08-23T00:00:00.000","Mayor's Office of Criminal Justice","Award","Human Services/Client Services","Family Justice Center - Assessment","Competitive Sealed Proposals/Pre-Qualified List","Procurement",,"00222P0004006",,,,,,"1706266",,"<p>The NYC Family Justice Centers (FJCs) provide free and confidential services to survivors and their children regardless of their language capacity, immigration status, income, gender identity or sexual orientation. The NYC FJCs are walk-in centers operating M-F, 9AM to 5PM, with appointments offered after 5PM, for case mgmt, legal services, individual and group counseling, and family programming, as needed in each borough. At each FJC, onsite community-based organizations and government agencies provide free and confidential services to victims of domestic and gender-based violence regardless of a clients language, income, immigration status, gender identity or sexual orientation. The goal of the FJCs is to increase safety for survivors and their children by providing greater access to services and strengthening collaboration between criminal justice, social services and civil legal service providers. Services include case management, individual and group counseling for adults and children, mental health services, immigration, family, housing eviction and matrimonial legal services, criminal justice advocacy, economic empowerment services, housing and shelter advocacy and wellness and family programming.</p>",,,"Procurement is being issued through PASSPort, serving as a legacy to the HHS Accelerator system.",,,"GREENWICH HOUSE INC","27 Barrow Street , NEW YORK, NY 10014",,,,,,,,,,,
"20230817117","2023-08-23T00:00:00.000","2023-08-23T00:00:00.000","Management and Budget","Award","Services (other than human services)","Replacement of IBM AS/400","M/WBE Noncompetitive Small Purchase","Procurement",,"00223W0024001",,,,,,"979530",,"<p>The Agency will award one (1) appropriately qualified Minority and Woman-owned Business Enterprise (M/WBE or the Consultant) with whom to enter into an agreement (the Agreement) to provide services for the replacement of OMBs International Business Machines (IBM) Application System/400 (AS/400) applications with Cloud Data Platform solution for budgeting and financial reporting on the Azure Cloud. This solicitation is being made pursuant to the M/WBE Non-Competitive Innovative Procurement Method, Section 3-12 of the New York City Procurement Policy Board (PPB) Rules. This procurement method is exclusively for City Certified M/WBEs. Contracts awarded under this method may not exceed $1,000,000, inclusive of any and all change orders, overruns, amendments, renewals and extensions.</p>",,,,,,"GENESISTMG LLC","6701 Democracy Blvd, Suite 300 , Bethesda, MD 20817",,,,,,,,,,,
"20230817109","2023-08-23T00:00:00.000","2023-08-23T00:00:00.000","Health and Mental Hygiene","Award","Services (other than human services)","Temporary Staffing","Negotiated Acquisition","Procurement","Other (Describe below in Other Legally Mandated Information)","81623N0016001",,,,,,"18000000",,"<p>DOHMH intends to enter into a Negotiated Acquisition contract with ATRIUM STAFFING LLC who will provide New York State licensed temporary laboratory technicians, clinicians and disease investigative staff in the following two Titles: Laboratory Technicians and Disease Detectives. The temporary staff personnel under this contract will provide support & services to DOHMH in response to infectious diseases. In addition to the unforeseen MPV outbreak, DOHMH is anticipating that new variants of COVID-19 are likely to emerge in the fall/winter, along with other infectious disease outbreaks such as polio and Ebola, causing extensive strain on personnel if temps are unable to be utilized to support NYCs response activities. Therefore, DOHMH determined that it is in the best interest of the city to enter into a Negotiated acquisition while DOHMH develops a new competitive solicitation.  </p>",,,"The ACCO has determined that it is not practicable or advantageous to the city to use a competitive procurement during this time while there is a need for continuity of service. To avoid a gap in services, DOHMH will negotiate with Atrium Staffing LLC who can provide New York State licensed temporary laboratory technicians, clinicians and disease investigative staff for these required services. Services are currently being utilized through DOHMH temp contracts to maintain operations. Atrium has staff stationed at clinics and will no longer be able to work in these clinics if this NA is not in place. The NA will also be utilized if there is an emerging need to scale these services up.",,,"ATRIUM STAFFING LLC","387 Park Avenue South Floor 3, New York, NY 10016",,,,,,,,,,,
"20230817112","2023-08-23T00:00:00.000","2023-08-23T00:00:00.000","Dept. of Social Svcs/Human Resources Administration","Award","Human Services/Client Services","6 Month FY24 NAE Praxis Housing Initiatives 102U SS plus All","Negotiated Acquisition","Procurement","Other (Describe below in Other Legally Mandated Information)","06923N0082001",,,,,,"2548769",,"<p>The Human Resources Administration (HRA) Office of HIV/AIDS Services Administration (HASA) is requesting an approval for a 6 months FY24 Negotiated Acquisition Extension (NAE) for 102 scatter site units of Praxis Housing Initiatives contract which provides permanent housing and supportive services to HASA clients.<br><br>Praxis Housing Initiatives Inc.s current contract ends June 30, 2023. A proposal for the RFP (EPIN: 06921P0334) for these existing units was submitted; however, the vendor was not awarded his service area. This requested 6-months extension of Non-Emergency Scatter Site Housing & Supportive Services - 102 Units contract will ensure transition of lease for permanent units to the new provider which was awarded for the service area.<br><br>The requested contract term: 07/01/2023 - 12/31/2023. The contract total value is $ 2,548,769.00. Procurement and award are in accordance with Section 3-01(d)(2)(vii) for the reasons set forth herein.<br><br>Praxis Housing Initiatives, Inc. has provided good and reliable service to HASA clients and was rated at least good in its last performance evaluation. Therefore, to ensure housing and service continuity to HASA clients, HASA believes that it is in the best City's interest to extend this contract for 6 months to facilitate transition of these units and services to the new provider.</p>",,,,,,"PRAXIS HOUSING INITIATIVES INC","130 West 29th Street , NEW YORK, NY 10001",,,,,,,,,,,
